concept,symbol
Gene_1656,DDX6
Gene_1657,DMXL1
Gene_1659,DHX8
Gene_1660,DHX9
Gene_1662,DDX10
Gene_1663,DDX11
Gene_1665,DHX15
Gene_1666,DECR1
Gene_1667,DEFA1
Gene_1668,DEFA3
Gene_1669,DEFA4
Gene_1670,DEFA5
Gene_1671,DEFA6
Gene_1672,DEFB1
Gene_1673,DEFB4A
Gene_1674,DES
Gene_1675,CFD
Gene_1676,DFFA
Gene_1677,DFFB
Gene_1678,TIMM8A
Gene_1687,GSDME
Gene_1690,COCH
Gene_1716,DGUOK
Gene_1717,DHCR7
Gene_1718,DHCR24
Gene_1719,DHFR
Gene_1723,DHODH
Gene_1725,DHPS
Gene_1727,CYB5R3
Gene_1728,NQO1
Gene_1729,DIAPH1
Gene_1730,DIAPH2
Gene_1731,SEPTIN1
Gene_1733,DIO1
Gene_1734,DIO2
Gene_1735,DIO3
Gene_1736,DKC1
Gene_1737,DLAT
Gene_1738,DLD
Gene_1739,DLG1
Gene_1740,DLG2
Gene_1741,DLG3
Gene_1742,DLG4
Gene_1743,DLST
Gene_1745,DLX1
Gene_1746,DLX2
Gene_1747,DLX3
Gene_1748,DLX4
Gene_1749,DLX5
Gene_1750,DLX6
Gene_1755,DMBT1
Gene_1756,DMD
Gene_1757,SARDH
Gene_1758,DMP1
Gene_1759,DNM1
Gene_1760,DMPK
Gene_1761,DMRT1
Gene_1762,DMWD
Gene_1763,DNA2
Gene_1767,DNAH5
Gene_1768,DNAH6
Gene_1769,DNAH8
Gene_1770,DNAH9
Gene_1773,DNASE1
Gene_1774,DNASE1L1
Gene_1775,DNASE1L2
Gene_1776,DNASE1L3
Gene_1777,DNASE2
Gene_1778,DYNC1H1
Gene_1780,DYNC1I1
Gene_1781,DYNC1I2
Gene_1783,DYNC1LI2
Gene_1785,DNM2
Gene_1786,DNMT1
Gene_1787,TRDMT1
Gene_1788,DNMT3A
Gene_1789,DNMT3B
Gene_1791,DNTT
Gene_1793,DOCK1
Gene_1794,DOCK2
Gene_1795,DOCK3
Gene_1796,DOK1
Gene_1797,DXO
Gene_1798,DPAGT1
Gene_1800,DPEP1
Gene_1801,DPH1
Gene_1802,DPH2
Gene_1803,DPP4
Gene_1804,DPP6
Gene_1805,DPT
Gene_1806,DPYD
Gene_1807,DPYS
Gene_1808,DPYSL2
Gene_1809,DPYSL3
Gene_1810,DR1
Gene_1811,SLC26A3
Gene_1812,DRD1
Gene_1813,DRD2
Gene_1814,DRD3
Gene_1815,DRD4
Gene_1816,DRD5
Gene_1819,DRG2
Gene_1820,ARID3A
Gene_1821,DRP2
Gene_1822,ATN1
Gene_1823,DSC1
Gene_1824,DSC2
Gene_1825,DSC3
Gene_1826,DSCAM
Gene_1827,RCAN1
Gene_1828,DSG1
Gene_1829,DSG2
Gene_1830,DSG3
Gene_1831,TSC22D3
Gene_1832,DSP
Gene_1833,EPYC
Gene_1834,DSPP
Gene_1836,SLC26A2
Gene_1837,DTNA
Gene_1838,DTNB
Gene_1839,HBEGF
Gene_1840,DTX1
Gene_1841,DTYMK
Gene_1842,ECM2
Gene_1843,DUSP1
Gene_1844,DUSP2
Gene_1845,DUSP3
Gene_1846,DUSP4
Gene_1847,DUSP5
Gene_1848,DUSP6
Gene_1849,DUSP7
Gene_1850,DUSP8
Gene_1852,DUSP9
Gene_1854,DUT
Gene_1855,DVL1
Gene_1856,DVL2
Gene_1857,DVL3
Gene_1859,DYRK1A
Gene_1861,TOR1A
Gene_1869,E2F1
Gene_1870,E2F2
Gene_1871,E2F3
Gene_1874,E2F4
Gene_1875,E2F5
Gene_1876,E2F6
Gene_1877,E4F1
Gene_1879,EBF1
Gene_1880,GPR183
Gene_1889,ECE1
Gene_1890,TYMP
Gene_1891,ECH1
Gene_1892,ECHS1
Gene_1893,ECM1
Gene_1894,ECT2
Gene_1896,EDA
Gene_1901,S1PR1
Gene_1902,LPAR1
Gene_1903,S1PR3
Gene_1906,EDN1
Gene_1907,EDN2
Gene_1908,EDN3
Gene_1909,EDNRA
Gene_1910,EDNRB
Gene_1911,PHC1
Gene_1912,PHC2
Gene_1915,EEF1A1
Gene_1917,EEF1A2
Gene_1933,EEF1B2
Gene_1936,EEF1D
Gene_1937,EEF1G
Gene_1938,EEF2
Gene_1939,EIF2D
Gene_1942,EFNA1
Gene_1943,EFNA2
Gene_1944,EFNA3
Gene_1945,EFNA4
Gene_1946,EFNA5
Gene_1947,EFNB1
Gene_1948,EFNB2
Gene_1949,EFNB3
Gene_1950,EGF
Gene_1951,CELSR3
Gene_1952,CELSR2
Gene_1953,MEGF6
Gene_1954,MEGF8
Gene_1955,MEGF9
Gene_1956,EGFR
Gene_1958,EGR1
Gene_1959,EGR2
Gene_1960,EGR3
Gene_1961,EGR4
Gene_1962,EHHADH
Gene_1964,EIF1AX
Gene_1965,EIF2S1
Gene_1967,EIF2B1
Gene_1968,EIF2S3
Gene_1969,EPHA2
Gene_1973,EIF4A1
Gene_1974,EIF4A2
Gene_1975,EIF4B
Gene_1977,EIF4E
Gene_1978,EIF4EBP1
Gene_1979,EIF4EBP2
Gene_1981,EIF4G1
Gene_1982,EIF4G2
Gene_1983,EIF5
Gene_1984,EIF5A
Gene_1990,CELA1
Gene_1991,ELANE
Gene_1992,SERPINB1
Gene_1993,ELAVL2
Gene_1994,ELAVL1
Gene_1995,ELAVL3
Gene_1996,ELAVL4
Gene_1997,ELF1
Gene_1998,ELF2
Gene_1999,ELF3
Gene_2000,ELF4
Gene_2001,ELF5
Gene_2002,ELK1
Gene_2004,ELK3
Gene_2005,ELK4
Gene_2006,ELN
Gene_2009,EML1
Gene_2010,EMD
Gene_2011,MARK2
Gene_2012,EMP1
Gene_2013,EMP2
Gene_2014,EMP3
Gene_2015,ADGRE1
Gene_2016,EMX1
Gene_2017,CTTN
Gene_2018,EMX2
Gene_2019,EN1
Gene_2020,EN2
Gene_2021,ENDOG
Gene_2022,ENG
Gene_2023,ENO1
Gene_2026,ENO2
Gene_2027,ENO3
Gene_2028,ENPEP
Gene_2029,ENSA
Gene_2030,SLC29A1
Gene_2033,EP300
Gene_2034,EPAS1
Gene_2035,EPB41
Gene_2036,EPB41L1
Gene_2037,EPB41L2
Gene_2038,EPB42
Gene_2039,DMTN
Gene_2040,STOM
Gene_2041,EPHA1
Gene_2042,EPHA3
Gene_2043,EPHA4
Gene_2044,EPHA5
Gene_2045,EPHA7
Gene_2046,EPHA8
Gene_2047,EPHB1
Gene_2048,EPHB2
Gene_2049,EPHB3
Gene_2050,EPHB4
Gene_2051,EPHB6
Gene_2052,EPHX1
Gene_2053,EPHX2
Gene_2054,STX2
Gene_2055,CLN8
Gene_2056,EPO
Gene_2057,EPOR
Gene_2058,EPRS1
Gene_2059,EPS8
Gene_2060,EPS15
Gene_2063,NR2F6
Gene_2064,ERBB2
Gene_2065,ERBB3
Gene_2066,ERBB4
Gene_2067,ERCC1
Gene_2068,ERCC2
Gene_2069,EREG
Gene_2070,EYA4
Gene_2071,ERCC3
Gene_2072,ERCC4
Gene_2073,ERCC5
Gene_2074,ERCC6
Gene_2077,ERF
Gene_2078,ERG
Gene_2079,ERH
Gene_2081,ERN1
Gene_2086,ERV3-1
Gene_2091,FBL
Gene_2098,ESD
Gene_2099,ESR1
Gene_2100,ESR2
Gene_2101,ESRRA
Gene_2103,ESRRB
Gene_2104,ESRRG
Gene_2107,ETF1
Gene_2108,ETFA
Gene_2109,ETFB
Gene_2110,ETFDH
Gene_2113,ETS1
Gene_2114,ETS2
Gene_2115,ETV1
Gene_2116,ETV2
Gene_2117,ETV3
Gene_2118,ETV4
Gene_2119,ETV5
Gene_2120,ETV6
Gene_2121,EVC
Gene_2122,MECOM
Gene_2123,EVI2A
Gene_2124,EVI2B
Gene_2125,EVPL
Gene_2128,EVX1
Gene_2130,EWSR1
Gene_2131,EXT1
Gene_2132,EXT2
Gene_2134,EXTL1
Gene_2135,EXTL2
Gene_2137,EXTL3
Gene_2138,EYA1
Gene_2139,EYA2
Gene_2140,EYA3
Gene_2145,EZH1
Gene_2146,EZH2
Gene_2147,F2
Gene_2149,F2R
Gene_2150,F2RL1
Gene_2151,F2RL2
Gene_2152,F3
Gene_2153,F5
Gene_2155,F7
Gene_2157,F8
Gene_2158,F9
Gene_2159,F10
Gene_2160,F11
Gene_2161,F12
Gene_2162,F13A1
Gene_2165,F13B
Gene_2166,FAAH
Gene_2167,FABP4
Gene_2168,FABP1
Gene_2169,FABP2
Gene_2170,FABP3
Gene_2171,FABP5
Gene_2172,FABP6
Gene_2173,FABP7
Gene_2175,FANCA
Gene_2176,FANCC
Gene_2177,FANCD2
Gene_2178,FANCE
Gene_2180,ACSL1
Gene_2181,ACSL3
Gene_2182,ACSL4
Gene_2184,FAH
Gene_2185,PTK2B
Gene_2186,BPTF
Gene_2187,FANCB
Gene_2188,FANCF
Gene_2189,FANCG
Gene_2191,FAP
Gene_2192,FBLN1
Gene_2193,FARSA
Gene_2194,FASN
Gene_2195,FAT1
Gene_2196,FAT2
Gene_2197,FAU
Gene_2199,FBLN2
Gene_2200,FBN1
Gene_2201,FBN2
Gene_2202,EFEMP1
Gene_2203,FBP1
Gene_2204,FCAR
Gene_2205,FCER1A
Gene_2206,MS4A2
Gene_2207,FCER1G
Gene_2208,FCER2
Gene_2209,FCGR1A
Gene_2212,FCGR2A
Gene_2213,FCGR2B
Gene_2214,FCGR3A
Gene_2215,FCGR3B
Gene_2217,FCGRT
Gene_2218,FKTN
Gene_2219,FCN1
Gene_2220,FCN2
Gene_2222,FDFT1
Gene_2224,FDPS
Gene_2230,FDX1
Gene_2232,FDXR
Gene_2235,FECH
Gene_2237,FEN1
Gene_2239,GPC4
Gene_2241,FER
Gene_2242,FES
Gene_2243,FGA
Gene_2244,FGB
Gene_2245,FGD1
Gene_2246,FGF1
Gene_2247,FGF2
Gene_2248,FGF3
Gene_2249,FGF4
Gene_2250,FGF5
Gene_2251,FGF6
Gene_2252,FGF7
Gene_2253,FGF8
Gene_2254,FGF9
Gene_2255,FGF10
Gene_2256,FGF11
Gene_2257,FGF12
Gene_2258,FGF13
Gene_2259,FGF14
Gene_2260,FGFR1
Gene_2261,FGFR3
Gene_2262,GPC5
Gene_2263,FGFR2
Gene_2264,FGFR4
Gene_2266,FGG
Gene_2267,FGL1
Gene_2268,FGR
Gene_2271,FH
Gene_2272,FHIT
Gene_2273,FHL1
Gene_2274,FHL2
Gene_2275,FHL3
Gene_2277,VEGFD
Gene_2280,FKBP1A
Gene_2281,FKBP1B
Gene_2286,FKBP2
Gene_2287,FKBP3
Gene_2288,FKBP4
Gene_2289,FKBP5
Gene_2290,FOXG1
Gene_2294,FOXF1
Gene_2295,FOXF2
Gene_2296,FOXC1
Gene_2297,FOXD1
Gene_2298,FOXD4
Gene_2299,FOXI1
Gene_2300,FOXL1
Gene_2301,FOXE3
Gene_2302,FOXJ1
Gene_2303,FOXC2
Gene_2304,FOXE1
Gene_2305,FOXM1
Gene_2306,FOXD2
Gene_2307,FOXS1
Gene_2308,FOXO1
Gene_2309,FOXO3
Gene_2310,FOXO3B
Gene_2312,FLG
Gene_2313,FLI1
Gene_2314,FLII
Gene_2315,MLANA
Gene_2316,FLNA
Gene_2317,FLNB
Gene_2318,FLNC
Gene_2319,FLOT2
Gene_2321,FLT1
Gene_2322,FLT3
Gene_2323,FLT3LG
Gene_2324,FLT4
Gene_2326,FMO1
Gene_2327,FMO2
Gene_2328,FMO3
Gene_2329,FMO4
Gene_2330,FMO5
Gene_2331,FMOD
Gene_2332,FMR1
Gene_2334,AFF2
Gene_2335,FN1
Gene_2339,FNTA
Gene_2342,FNTB
Gene_2346,FOLH1
Gene_2348,FOLR1
Gene_2350,FOLR2
Gene_2352,FOLR3
Gene_2353,FOS
Gene_2354,FOSB
Gene_2355,FOSL2
Gene_2356,FPGS
Gene_2357,FPR1
Gene_2358,FPR2
Gene_2359,FPR3
Gene_2395,FXN
Gene_2444,FRK
Gene_2475,MTOR
Gene_2483,FRG1
Gene_2487,FRZB
Gene_2488,FSHB
Gene_2491,CENPI
Gene_2492,FSHR
Gene_2494,NR5A2
Gene_2495,FTH1
Gene_2512,FTL
Gene_2515,ADAM2
Gene_2516,NR5A1
Gene_2517,FUCA1
Gene_2519,FUCA2
Gene_2520,GAST
Gene_2521,FUS
Gene_2523,FUT1
Gene_2524,FUT2
Gene_2525,FUT3
Gene_2526,FUT4
Gene_2527,FUT5
Gene_2528,FUT6
Gene_2529,FUT7
Gene_2530,FUT8
Gene_2531,KDSR
Gene_2532,ACKR1
Gene_2533,FYB1
Gene_2534,FYN
Gene_2535,FZD2
Gene_2537,IFI6
Gene_2538,G6PC1
Gene_2539,G6PD
Gene_2542,SLC37A4
Gene_2543,GAGE1
Gene_2547,XRCC6
Gene_2548,GAA
Gene_2549,GAB1
Gene_2550,GABBR1
Gene_2551,GABPA
Gene_2553,GABPB1
Gene_2554,GABRA1
Gene_2555,GABRA2
Gene_2556,GABRA3
Gene_2557,GABRA4
Gene_2558,GABRA5
Gene_2559,GABRA6
Gene_2560,GABRB1
Gene_2561,GABRB2
Gene_2562,GABRB3
Gene_2563,GABRD
Gene_2564,GABRE
Gene_2565,GABRG1
Gene_2566,GABRG2
Gene_2567,GABRG3
Gene_2568,GABRP
Gene_2569,GABRR1
Gene_2570,GABRR2
Gene_2571,GAD1
Gene_2572,GAD2
Gene_2574,GAGE2C
Gene_2576,GAGE4
Gene_2577,GAGE5
Gene_2578,GAGE6
Gene_2579,GAGE7
Gene_2580,GAK
Gene_2581,GALC
Gene_2582,GALE
Gene_2583,B4GALNT1
Gene_2584,GALK1
Gene_2585,GALK2
Gene_2587,GALR1
Gene_2588,GALNS
Gene_2589,GALNT1
Gene_2590,GALNT2
Gene_2591,GALNT3
Gene_2592,GALT
Gene_2593,GAMT
Gene_2595,GANC
Gene_2596,GAP43
Gene_2597,GAPDH
Gene_2615,LRRC32
Gene_2617,GARS1
Gene_2618,GART
Gene_2619,GAS1
Gene_2620,GAS2
Gene_2621,GAS6
Gene_2622,GAS8
Gene_2623,GATA1
Gene_2624,GATA2
Gene_2625,GATA3
Gene_2626,GATA4
Gene_2627,GATA6
Gene_2628,GATM
Gene_2629,GBA1
Gene_2631,NIPSNAP2
Gene_2632,GBE1
Gene_2633,GBP1
Gene_2634,GBP2
Gene_2635,GBP3
Gene_2636,GBX1
Gene_2637,GBX2
Gene_2638,GC
Gene_2639,GCDH
Gene_2641,GCG
Gene_2642,GCGR
Gene_2643,GCH1
Gene_2644,GCHFR
Gene_2645,GCK
Gene_2646,GCKR
Gene_2647,BLOC1S1
Gene_2648,KAT2A
Gene_2649,NR6A1
Gene_2650,GCNT1
Gene_2651,GCNT2
Gene_2652,OPN1MW
Gene_2653,GCSH
Gene_2657,GDF1
Gene_2658,GDF2
Gene_2660,MSTN
Gene_2661,GDF9
Gene_2662,GDF10
Gene_2664,GDI1
Gene_2665,GDI2
Gene_2668,GDNF
Gene_2669,GEM
Gene_2670,GFAP
Gene_2671,GFER
Gene_2672,GFI1
Gene_2673,GFPT1
Gene_2674,GFRA1
Gene_2675,GFRA2
Gene_2676,GFRA3
Gene_2677,GGCX
Gene_2678,GGT1
Gene_2681,GGTA1
Gene_2683,B4GALT1
Gene_2686,GGT7
Gene_2687,GGT5
Gene_2688,GH1
Gene_2689,GH2
Gene_2690,GHR
Gene_2691,GHRH
Gene_2692,GHRHR
Gene_2693,GHSR
Gene_2694,CBLIF
Gene_2695,GIP
Gene_2696,GIPR
Gene_2697,GJA1
Gene_2700,GJA3
Gene_2701,GJA4
Gene_2702,GJA5
Gene_2703,GJA8
Gene_2705,GJB1
Gene_2706,GJB2
Gene_2707,GJB3
Gene_2709,GJB5
Gene_2710,GK
Gene_2712,GK2
Gene_2713,GK3
Gene_2717,GLA
Gene_2719,GPC3
Gene_2720,GLB1
Gene_2729,GCLC
Gene_2730,GCLM
Gene_2731,GLDC
Gene_2733,GLE1
Gene_2734,GLG1
Gene_2735,GLI1
Gene_2736,GLI2
Gene_2737,GLI3
Gene_2738,GLI4
Gene_2739,GLO1
Gene_2740,GLP1R
Gene_2741,GLRA1
Gene_2742,GLRA2
Gene_2743,GLRB
Gene_2744,GLS
Gene_2745,GLRX
Gene_2746,GLUD1
Gene_2747,GLUD2
Gene_2752,GLUL
Gene_2760,GM2A
Gene_2762,GMDS
Gene_2764,GMFB
Gene_2765,GML
Gene_2766,GMPR
Gene_2767,GNA11
Gene_2768,GNA12
Gene_2769,GNA15
Gene_2770,GNAI1
Gene_2771,GNAI2
Gene_2773,GNAI3
Gene_2774,GNAL
Gene_2775,GNAO1
Gene_2776,GNAQ
Gene_2778,GNAS
Gene_2779,GNAT1
Gene_2780,GNAT2
Gene_2781,GNAZ
Gene_2782,GNB1
Gene_2783,GNB2
Gene_2784,GNB3
Gene_2785,GNG3
Gene_2786,GNG4
Gene_2787,GNG5
Gene_2788,GNG7
Gene_2790,GNG10
Gene_2791,GNG11
Gene_2792,GNGT1
Gene_2793,GNGT2
Gene_2794,GNL1
Gene_2796,GNRH1
Gene_2797,GNRH2
Gene_2798,GNRHR
Gene_2799,GNS
Gene_2800,GOLGA1
Gene_2801,GOLGA2
Gene_2802,GOLGA3
Gene_2803,GOLGA4
Gene_2804,GOLGB1
Gene_2805,GOT1
Gene_2806,GOT2
Gene_2810,SFN
Gene_2811,GP1BA
Gene_2812,GP1BB
Gene_2813,GP2
Gene_2814,GP5
Gene_2815,GP9
Gene_2817,GPC1
Gene_2819,GPD1
Gene_2820,GPD2
Gene_2821,GPI
Gene_2822,GPLD1
Gene_2823,GPM6A
Gene_2824,GPM6B
Gene_2825,CMKLR2
Gene_2826,CCR10
Gene_2827,GPR3
Gene_2828,GPR4
Gene_2829,XCR1
Gene_2830,GPR6
Gene_2831,NPBWR1
Gene_2832,NPBWR2
Gene_2833,CXCR3
Gene_2834,PRLHR
Gene_2835,GPR12
Gene_2837,UTS2R
Gene_2838,GPR15
Gene_2840,GPR17
Gene_2841,GPR18
Gene_2842,GPR19
Gene_2843,GPR20
Gene_2844,GPR21
Gene_2845,GPR22
Gene_2846,LPAR4
Gene_2847,MCHR1
Gene_2848,GPR25
Gene_2849,GPR26
Gene_2850,GPR27
Gene_2852,GPER1
Gene_2853,GPR31
Gene_2854,GPR32
Gene_2856,GPR33
Gene_2857,GPR34
Gene_2859,GPR35
Gene_2861,GPR37
Gene_2862,MLNR
Gene_2863,GPR39
Gene_2864,FFAR1
Gene_2865,FFAR3
Gene_2866,GPR42
Gene_2867,FFAR2
Gene_2868,GRK4
Gene_2869,GRK5
Gene_2870,GRK6
Gene_2872,MKNK2
Gene_2873,GPS1
Gene_2874,GPS2
Gene_2875,GPT
Gene_2876,GPX1
Gene_2877,GPX2
Gene_2878,GPX3
Gene_2879,GPX4
Gene_2880,GPX5
Gene_2882,GPX7
Gene_2885,GRB2
Gene_2886,GRB7
Gene_2887,GRB10
Gene_2888,GRB14
Gene_2889,RAPGEF1
Gene_2890,GRIA1
Gene_2891,GRIA2
Gene_2892,GRIA3
Gene_2893,GRIA4
Gene_2894,GRID1
Gene_2895,GRID2
Gene_2896,GRN
Gene_2897,GRIK1
Gene_2898,GRIK2
Gene_2899,GRIK3
Gene_2900,GRIK4
Gene_2901,GRIK5
Gene_2902,GRIN1
Gene_2903,GRIN2A
Gene_2904,GRIN2B
Gene_2905,GRIN2C
Gene_2906,GRIN2D
Gene_2907,GRINA
Gene_2908,NR3C1
Gene_2909,ARHGAP35
Gene_2911,GRM1
Gene_2912,GRM2
Gene_2913,GRM3
Gene_2914,GRM4
Gene_2915,GRM5
Gene_2916,GRM6
Gene_2917,GRM7
Gene_2918,GRM8
Gene_2919,CXCL1
Gene_2920,CXCL2
Gene_2921,CXCL3
Gene_2922,GRP
Gene_2923,PDIA3
Gene_2925,GRPR
Gene_2926,GRSF1
Gene_2928,GSC2
Gene_2931,GSK3A
Gene_2932,GSK3B
Gene_2934,GSN
Gene_2935,GSPT1
Gene_2936,GSR
Gene_2937,GSS
Gene_2938,GSTA1
Gene_2939,GSTA2
Gene_2940,GSTA3
Gene_2941,GSTA4
Gene_2944,GSTM1
Gene_2946,GSTM2
Gene_2947,GSTM3
Gene_2948,GSTM4
Gene_2949,GSTM5
Gene_2950,GSTP1
Gene_2952,GSTT1
Gene_2953,GSTT2
Gene_2954,GSTZ1
Gene_2956,MSH6
Gene_2957,GTF2A1
Gene_2958,GTF2A2
Gene_2959,GTF2B
Gene_2960,GTF2E1
Gene_2961,GTF2E2
Gene_2962,GTF2F1
Gene_2963,GTF2F2
Gene_2965,GTF2H1
Gene_2966,GTF2H2
Gene_2967,GTF2H3
Gene_2968,GTF2H4
Gene_2969,GTF2I
Gene_2971,GTF3A
Gene_2972,BRF1
Gene_2975,GTF3C1
Gene_2976,GTF3C2
Gene_2977,GUCY1A2
Gene_2978,GUCA1A
Gene_2979,GUCA1B
Gene_2980,GUCA2A
Gene_2981,GUCA2B
Gene_2982,GUCY1A1
Gene_2983,GUCY1B1
Gene_2984,GUCY2C
Gene_2986,GUCY2F
Gene_2987,GUK1
Gene_2990,GUSB
Gene_2992,GYG1
Gene_2993,GYPA
Gene_2994,GYPB
Gene_2995,GYPC
Gene_2996,GYPE
Gene_2997,GYS1
Gene_2998,GYS2
Gene_2999,GZMH
Gene_3000,GUCY2D
Gene_3001,GZMA
Gene_3002,GZMB
Gene_3003,GZMK
Gene_3004,GZMM
Gene_3005,H1-0
Gene_3006,H1-2
Gene_3007,H1-3
Gene_3008,H1-4
Gene_3009,H1-5
Gene_3010,H1-6
Gene_3012,H2AC8
Gene_3013,H2AC7
Gene_3014,H2AX
Gene_3015,H2AZ1
Gene_3017,H2BC5
Gene_3018,H2BC3
Gene_3020,H3-3A
Gene_3021,H3-3B
Gene_3024,H1-1
Gene_3026,HABP2
Gene_3028,HSD17B10
Gene_3029,HAGH
Gene_3030,HADHA
Gene_3032,HADHB
Gene_3033,HADH
Gene_3034,HAL
Gene_3035,HARS1
Gene_3036,HAS1
Gene_3037,HAS2
Gene_3038,HAS3
Gene_3039,HBA1
Gene_3040,HBA2
Gene_3042,HBM
Gene_3043,HBB
Gene_3045,HBD
Gene_3046,HBE1
Gene_3047,HBG1
Gene_3048,HBG2
Gene_3049,HBQ1
Gene_3050,HBZ
Gene_3052,HCCS
Gene_3053,SERPIND1
Gene_3054,HCFC1
Gene_3055,HCK
Gene_3059,HCLS1
Gene_3060,HCRT
Gene_3061,HCRTR1
Gene_3062,HCRTR2
Gene_3064,HTT
Gene_3065,HDAC1
Gene_3066,HDAC2
Gene_3067,HDC
Gene_3068,HDGF
Gene_3069,HDLBP
Gene_3070,HELLS
Gene_3071,NCKAP1L
Gene_3073,HEXA
Gene_3074,HEXB
Gene_3075,CFH
Gene_3077,HFE
Gene_3078,CFHR1
Gene_3080,CFHR2
Gene_3081,HGD
Gene_3082,HGF
Gene_3083,HGFAC
Gene_3084,NRG1
Gene_3087,HHEX
Gene_3090,HIC1
Gene_3091,HIF1A
Gene_3092,HIP1
Gene_3093,UBE2K
Gene_3094,HINT1
Gene_3096,HIVEP1
Gene_3097,HIVEP2
Gene_3098,HK1
Gene_3099,HK2
Gene_3101,HK3
Gene_3104,ZBTB48
Gene_3105,HLA-A
Gene_3106,HLA-B
Gene_3107,HLA-C
Gene_3108,HLA-DMA
Gene_3109,HLA-DMB
Gene_3110,MNX1
Gene_3111,HLA-DOA
Gene_3112,HLA-DOB
Gene_3113,HLA-DPA1
Gene_3115,HLA-DPB1
Gene_3117,HLA-DQA1
Gene_3118,HLA-DQA2
Gene_3119,HLA-DQB1
Gene_3120,HLA-DQB2
Gene_3122,HLA-DRA
Gene_3123,HLA-DRB1
Gene_3125,HLA-DRB3
Gene_3126,HLA-DRB4
Gene_3127,HLA-DRB5
Gene_3131,HLF
Gene_3133,HLA-E
Gene_3134,HLA-F
Gene_3135,HLA-G
Gene_3140,MR1
Gene_3141,HLCS
Gene_3142,HLX
Gene_3145,HMBS
Gene_3146,HMGB1
Gene_3148,HMGB2
Gene_3149,HMGB3
Gene_3150,HMGN1
Gene_3151,HMGN2
Gene_3155,HMGCL
Gene_3156,HMGCR
Gene_3157,HMGCS1
Gene_3158,HMGCS2
Gene_3159,HMGA1
Gene_3161,HMMR
Gene_3162,HMOX1
Gene_3163,HMOX2
Gene_3164,NR4A1
Gene_3166,HMX1
Gene_3167,HMX2
Gene_3169,FOXA1
Gene_3170,FOXA2
Gene_3171,FOXA3
Gene_3172,HNF4A
Gene_3174,HNF4G
Gene_3175,ONECUT1
Gene_3176,HNMT
Gene_3177,SLC29A2
Gene_3178,HNRNPA1
Gene_3181,HNRNPA2B1
Gene_3182,HNRNPAB
Gene_3183,HNRNPC
Gene_3184,HNRNPD
Gene_3185,HNRNPF
Gene_3187,HNRNPH1
Gene_3188,HNRNPH2
Gene_3189,HNRNPH3
Gene_3190,HNRNPK
Gene_3191,HNRNPL
Gene_3192,HNRNPU
Gene_3195,TLX1
Gene_3196,TLX2
Gene_3198,HOXA1
Gene_3199,HOXA2
Gene_3200,HOXA3
Gene_3201,HOXA4
Gene_3202,HOXA5
Gene_3203,HOXA6
Gene_3204,HOXA7
Gene_3205,HOXA9
Gene_3206,HOXA10
Gene_3207,HOXA11
Gene_3208,HPCA
Gene_3209,HOXA13
Gene_3211,HOXB1
Gene_3212,HOXB2
Gene_3213,HOXB3
Gene_3214,HOXB4
Gene_3215,HOXB5
Gene_3216,HOXB6
Gene_3217,HOXB7
Gene_3218,HOXB8
Gene_3219,HOXB9
Gene_3221,HOXC4
Gene_3222,HOXC5
Gene_3223,HOXC6
Gene_3224,HOXC8
Gene_3225,HOXC9
Gene_3226,HOXC10
Gene_3227,HOXC11
Gene_3228,HOXC12
Gene_3229,HOXC13
Gene_3231,HOXD1
Gene_3232,HOXD3
Gene_3233,HOXD4
Gene_3234,HOXD8
Gene_3235,HOXD9
Gene_3236,HOXD10
Gene_3237,HOXD11
Gene_3238,HOXD12
Gene_3239,HOXD13
Gene_3240,HP
Gene_3241,HPCAL1
Gene_3242,HPD
Gene_3248,HPGD
Gene_3249,HPN
Gene_3250,HPR
Gene_3251,HPRT1
Gene_3257,HPS1
Gene_3263,HPX
Gene_3265,HRAS
Gene_3266,ERAS
Gene_3267,AGFG1
Gene_3268,AGFG2
Gene_3269,HRH1
Gene_3270,HRC
Gene_3273,HRG
Gene_3274,HRH2
Gene_3275,PRMT2
Gene_3276,PRMT1
Gene_3280,HES1
Gene_3281,HSBP1
Gene_3283,HSD3B1
Gene_3284,HSD3B2
Gene_3290,HSD11B1
Gene_3291,HSD11B2
Gene_3292,HSD17B1
Gene_3293,HSD17B3
Gene_3294,HSD17B2
Gene_3295,HSD17B4
Gene_3297,HSF1
Gene_3298,HSF2
Gene_3299,HSF4
Gene_3300,DNAJB2
Gene_3301,DNAJA1
Gene_3303,HSPA1A
Gene_3304,HSPA1B
Gene_3305,HSPA1L
Gene_3306,HSPA2
Gene_3308,HSPA4
Gene_3309,HSPA5
Gene_3310,HSPA6
Gene_3312,HSPA8
Gene_3313,HSPA9
Gene_3315,HSPB1
Gene_3316,HSPB2
Gene_3320,HSP90AA1
Gene_3321,IGSF3
Gene_3326,HSP90AB1
Gene_3329,HSPD1
Gene_3336,HSPE1
Gene_3337,DNAJB1
Gene_3338,DNAJC4
Gene_3339,HSPG2
Gene_3340,NDST1
Gene_3344,FOXN2
Gene_3346,HTN1
Gene_3347,HTN3
Gene_3350,HTR1A
Gene_3351,HTR1B
Gene_3352,HTR1D
Gene_3354,HTR1E
Gene_3355,HTR1F
Gene_3356,HTR2A
Gene_3357,HTR2B
Gene_3358,HTR2C
Gene_3359,HTR3A
Gene_3360,HTR4
Gene_3361,HTR5A
